Game Number,Current Step,Result Step,Cost,RTP,Game Crush Point,Redistributed Crush Point
685,1,19,0.00,Infinity,5,33
689,1,22,0.00,Infinity,9,35
700,4,19,0.00,Infinity,10,21
705,0,24,0.00,Infinity,11,40
715,9,24,0.00,Infinity,40,N/A
721,0,17,0.00,Infinity,6,23
728,7,16,0.00,Infinity,16,40
730,0,0,0.00,0.00,5,N/A
740,0,0,0.00,0.00,12,N/A
744,0,0,0.00,0.00,2,N/A
748,5,20,0.00,Infinity,15,78
754,4,15,0.00,Infinity,35,N/A
757,0,12,0.00,Infinity,13,N/A
770,3,3,0.00,0.00,11,N/A
777,0,0,0.00,0.00,21,N/A
778,0,13,0.00,Infinity,1,18
785,0,24,0.00,Infinity,4,26
791,0,0,0.00,0.00,1,N/A
797,1,23,0.00,Infinity,4,24
800,1,16,0.00,Infinity,29,N/A
801,1,26,0.00,Infinity,15,32
814,0,0,0.00,0.00,17,N/A
836,3,18,0.00,Infinity,13,20
849,1,16,0.00,Infinity,22,N/A
867,0,0,0.00,0.00,13,N/A
879,0,0,0.00,0.00,7,N/A
881,0,14,0.00,Infinity,16,N/A
900,0,14,0.00,Infinity,7,23
920,0,28,0.00,Infinity,6,34
944,0,0,0.00,0.00,5,N/A
946,1,12,0.00,Infinity,4,26
950,0,20,0.00,Infinity,31,N/A
968,6,13,0.00,Infinity,25,N/A
983,0,15,0.00,Infinity,2,17
985,7,32,0.00,Infinity,8,52
993,0,0,0.00,0.00,17,N/A
1000,0,22,0.00,Infinity,9,25
1010,3,28,0.00,Infinity,6,31
1024,0,12,0.00,Infinity,9,20
1028,1,17,0.00,Infinity,38,N/A
1041,0,13,0.00,Infinity,16,N/A
1044,0,23,0.00,Infinity,4,38
1045,0,13,0.00,Infinity,1,24
1054,0,5,0.00,Infinity,4,25
1056,7,27,0.00,Infinity,23,33
1067,2,2,0.00,0.00,36,N/A
1079,3,17,0.00,Infinity,5,43
1080,0,21,0.00,Infinity,14,25
1082,3,26,0.00,Infinity,8,27
1084,0,14,0.00,Infinity,9,43
1086,4,19,0.00,Infinity,5,53
1089,0,0,0.00,0.00,17,N/A
1092,3,23,0.00,Infinity,9,26
1102,6,23,0.00,Infinity,20,27
1127,2,13,0.00,Infinity,12,14
1131,0,25,0.00,Infinity,3,27
1157,0,24,0.00,Infinity,23,29
1166,3,3,0.00,0.00,13,N/A
1171,0,0,0.00,0.00,9,N/A
1185,6,6,0.00,0.00,16,N/A
1190,3,27,0.00,Infinity,11,42
1202,0,24,0.00,Infinity,5,29
1207,0,37,0.00,Infinity,18,42
1211,1,1,0.00,0.00,48,N/A
1212,1,21,0.00,Infinity,2,26
1230,1,16,0.00,Infinity,10,25
1242,0,40,0.00,Infinity,21,56
1248,3,18,0.00,Infinity,9,26
1273,0,12,0.00,Infinity,8,13
1275,1,7,0.00,Infinity,5,17
1281,6,6,0.00,0.00,12,N/A
1291,0,21,0.00,Infinity,19,25
1295,0,0,0.00,0.00,18,N/A
1302,0,0,0.00,0.00,7,N/A
1310,0,15,0.00,Infinity,6,20
1328,1,16,0.00,Infinity,2,30
1342,0,15,0.00,Infinity,14,43
1343,0,8,0.00,Infinity,4,44
1344,0,13,0.00,Infinity,7,16
1348,1,16,0.00,Infinity,2,40
1349,0,15,0.00,Infinity,26,N/A
1353,3,19,0.00,Infinity,5,27
1360,2,19,0.00,Infinity,16,25
1371,1,7,0.00,Infinity,17,N/A
1372,0,25,0.00,Infinity,22,62
1401,0,30,0.00,Infinity,2,35
1411,1,16,0.00,Infinity,2,24
1444,1,26,0.00,Infinity,4,35
1461,1,19,0.00,Infinity,3,33
1462,4,30,0.00,Infinity,13,42
1469,1,17,0.00,Infinity,10,21
1472,6,21,0.00,Infinity,11,23
1483,1,1,0.00,0.00,13,N/A
1485,0,22,0.00,Infinity,5,45
1491,1,16,0.00,Infinity,7,24
1494,1,22,0.00,Infinity,4,45
1506,3,9,0.00,Infinity,18,N/A
1528,0,13,0.00,Infinity,7,21
1533,0,0,0.00,0.00,32,N/A
1550,0,0,0.00,0.00,2,N/A
1552,6,19,0.00,Infinity,9,33
1553,0,18,0.00,Infinity,3,46
1555,1,1,0.00,0.00,6,N/A
1558,8,33,0.00,Infinity,12,51
1559,1,17,0.00,Infinity,2,24
1561,0,23,0.00,Infinity,2,39
1563,0,26,0.00,Infinity,8,30
1592,3,18,0.00,Infinity,12,19
1604,0,15,0.00,Infinity,11,29
1607,8,33,0.00,Infinity,24,35
1611,2,15,0.00,Infinity,5,31
1616,6,28,0.00,Infinity,10,30
1623,0,25,0.00,Infinity,29,N/A
1645,4,4,0.00,0.00,7,N/A
1652,3,18,0.00,Infinity,5,22
1657,0,15,0.00,Infinity,12,19
1659,7,22,0.00,Infinity,9,25
1667,1,16,0.00,Infinity,17,N/A
1680,0,0,0.00,0.00,2,N/A
1690,3,3,0.00,0.00,6,N/A
1691,0,25,0.00,Infinity,7,33
1692,1,12,0.00,Infinity,16,N/A
1712,6,21,0.00,Infinity,9,29
1718,3,15,0.00,Infinity,9,37
1721,0,0,0.00,0.00,1,N/A
1726,7,31,0.00,Infinity,10,50
1728,1,27,0.00,Infinity,13,55
1734,0,25,0.00,Infinity,6,26
1735,0,25,0.00,Infinity,12,30
1768,2,13,0.00,Infinity,4,16
1773,4,28,0.00,Infinity,10,51
1776,3,18,0.00,Infinity,29,N/A
1783,2,2,0.00,0.00,4,N/A
1799,1,17,0.00,Infinity,3,24
1802,1,16,0.00,Infinity,41,N/A
1820,0,0,0.00,0.00,6,N/A
1824,0,7,0.00,Infinity,12,N/A
1827,0,0,0.00,0.00,7,N/A
1832,6,16,0.00,Infinity,8,25
1833,0,29,0.00,Infinity,3,33
1860,2,2,0.00,0.00,12,N/A
1861,4,18,0.00,Infinity,10,32
1872,0,25,0.00,Infinity,2,26
1876,0,0,0.00,0.00,22,N/A
1883,0,25,0.00,Infinity,40,N/A
1884,0,0,0.00,0.00,3,N/A
1896,0,18,0.00,Infinity,9,25
1902,1,26,0.00,Infinity,16,30
1914,0,24,0.00,Infinity,20,63
1929,6,21,0.00,Infinity,9,23
1937,0,0,0.00,0.00,4,N/A
1950,1,1,0.00,0.00,9,N/A
1952,1,8,0.00,Infinity,6,19
1952,9,9,0.00,0.00,19,N/A
1960,0,36,0.00,Infinity,38,N/A
1961,1,18,0.00,Infinity,15,26
1964,0,0,0.00,0.00,4,N/A
1973,0,0,0.00,0.00,3,N/A
1975,3,3,0.00,0.00,14,N/A
1982,0,15,0.00,Infinity,1,22
1992,0,36,0.00,Infinity,24,86
1996,0,0,0.00,0.00,1,N/A
2001,2,17,0.00,Infinity,17,59
2007,0,15,0.00,Infinity,3,34
2009,0,9,0.00,Infinity,2,11
2011,0,11,0.00,Infinity,2,28
2061,0,5,0.00,Infinity,14,N/A
2066,7,25,0.00,Infinity,14,33
2076,3,3,0.00,0.00,5,N/A
2085,1,25,0.00,Infinity,14,56
2100,2,14,0.00,Infinity,7,15
2109,4,17,0.00,Infinity,18,N/A
2115,0,0,0.00,0.00,19,N/A
2120,0,14,0.00,Infinity,14,20
2125,1,26,0.00,Infinity,2,46
2182,0,0,0.00,0.00,2,N/A
2207,0,0,0.00,0.00,16,N/A
2210,0,10,0.00,Infinity,19,N/A
2215,3,18,0.00,Infinity,9,32
2222,2,15,0.00,Infinity,7,23
2226,6,6,0.00,0.00,21,N/A
2231,0,15,0.00,Infinity,4,17
2235,3,3,0.00,0.00,4,N/A
2236,3,3,0.00,0.00,5,N/A
2254,1,18,0.00,Infinity,18,35
2280,0,0,0.00,0.00,9,N/A
2282,0,0,0.00,0.00,14,N/A
2289,0,0,0.00,0.00,6,N/A
2290,0,18,0.00,Infinity,4,22
2292,0,11,0.00,Infinity,5,25
2300,0,9,0.00,Infinity,18,N/A
2309,0,15,0.00,Infinity,20,N/A
2322,6,29,0.00,Infinity,13,37
2340,5,5,0.00,0.00,15,N/A
2347,0,12,0.00,Infinity,22,N/A
2356,3,23,0.00,Infinity,12,27
2357,3,3,0.00,0.00,16,N/A
2358,6,31,0.00,Infinity,8,37
2362,0,0,0.00,0.00,2,N/A
2363,2,2,0.00,0.00,4,N/A
2384,0,9,0.00,Infinity,9,17
2403,5,20,0.00,Infinity,7,26
2404,6,25,0.00,Infinity,20,34
2405,0,25,0.00,Infinity,21,27
2410,5,5,0.00,0.00,6,N/A
2411,0,6,0.00,Infinity,2,9
2444,0,15,0.00,Infinity,1,20
2449,1,15,0.00,Infinity,25,N/A
2453,0,5,0.00,Infinity,12,N/A
2460,4,21,0.00,Infinity,11,23
2467,0,93,0.00,Infinity,8,98
2469,2,2,0.00,0.00,15,N/A
2482,0,13,0.00,Infinity,21,N/A
2486,3,12,0.00,Infinity,4,15
2493,3,18,0.00,Infinity,6,25
2494,0,0,0.00,0.00,2,N/A
2543,6,34,0.00,Infinity,22,38
2548,3,3,0.00,0.00,5,N/A
2558,0,6,0.00,Infinity,13,N/A
2559,5,26,0.00,Infinity,50,N/A
2561,0,11,0.00,Infinity,17,N/A
2570,1,16,0.00,Infinity,9,47
2575,0,25,0.00,Infinity,1,30
2591,1,26,0.00,Infinity,15,27
2617,0,19,0.00,Infinity,14,27
2620,3,18,0.00,Infinity,12,28
2623,2,17,0.00,Infinity,13,19
2635,0,15,0.00,Infinity,21,N/A
2640,0,15,0.00,Infinity,12,38
2642,1,1,0.00,0.00,31,N/A
2646,1,26,0.00,Infinity,4,38
2649,8,23,0.00,Infinity,15,32
2659,0,0,0.00,0.00,2,N/A
2666,0,0,0.00,0.00,17,N/A
2683,9,20,0.00,Infinity,37,N/A
2705,0,0,0.00,0.00,17,N/A
2706,0,27,0.00,Infinity,16,28
2707,6,21,0.00,Infinity,18,41
2708,3,12,0.00,Infinity,8,16
2717,1,26,0.00,Infinity,2,30
2719,0,0,0.00,0.00,14,N/A
2746,1,16,0.00,Infinity,32,N/A
2750,0,0,0.00,0.00,11,N/A
2764,0,10,0.00,Infinity,29,N/A
2766,0,15,0.00,Infinity,3,35
2797,2,17,0.00,Infinity,5,20
2819,0,0,0.00,0.00,3,N/A
2829,0,0,0.00,0.00,6,N/A
2835,2,18,0.00,Infinity,3,21
2837,0,0,0.00,0.00,1,N/A
2844,1,8,0.00,Infinity,2,13
2852,6,6,0.00,0.00,20,N/A
2862,0,19,0.00,Infinity,16,30
2866,3,13,0.00,Infinity,10,24
2868,0,18,0.00,Infinity,3,45
2873,0,15,0.00,Infinity,5,27
2887,3,3,0.00,0.00,20,N/A
2932,3,16,0.00,Infinity,17,N/A
2938,0,12,0.00,Infinity,6,53
2958,3,3,0.00,0.00,20,N/A
2992,3,16,0.00,Infinity,6,19
3029,0,23,0.00,Infinity,18,34
3032,0,13,0.00,Infinity,9,16
3033,1,12,0.00,Infinity,15,N/A
3042,2,26,0.00,Infinity,5,35
3045,7,25,0.00,Infinity,60,N/A
3060,0,0,0.00,0.00,3,N/A
3061,3,3,0.00,0.00,5,N/A
3082,3,8,0.00,Infinity,11,N/A
3109,1,22,0.00,Infinity,15,35
3110,3,12,0.00,Infinity,31,N/A
3121,0,0,0.00,0.00,3,N/A
3124,0,9,0.00,Infinity,8,11
3136,0,15,0.00,Infinity,5,27
3138,1,24,0.00,Infinity,4,35
3156,0,7,0.00,Infinity,7,18
3160,0,0,0.00,0.00,10,N/A
3169,0,24,0.00,Infinity,29,N/A
3178,3,23,0.00,Infinity,6,32
3180,0,0,0.00,0.00,1,N/A
3182,2,18,0.00,Infinity,4,26
3185,0,15,0.00,Infinity,17,N/A
3200,6,34,0.00,Infinity,12,100
3212,0,15,0.00,Infinity,2,27
3214,4,26,0.00,Infinity,10,46
3220,0,23,0.00,Infinity,1,30
3244,3,3,0.00,0.00,11,N/A
3247,0,0,0.00,0.00,2,N/A
3276,0,0,0.00,0.00,9,N/A
3282,0,15,0.00,Infinity,15,24
3291,6,32,0.00,Infinity,12,37
3292,3,3,0.00,0.00,5,N/A
3300,0,12,0.00,Infinity,6,36
3316,1,1,0.00,0.00,25,N/A
3342,3,14,0.00,Infinity,5,29
3344,1,1,0.00,0.00,10,N/A
3352,4,19,0.00,Infinity,21,N/A
3357,0,0,0.00,0.00,1,N/A
3365,7,21,0.00,Infinity,19,23
3366,5,20,0.00,Infinity,7,26
3371,1,17,0.00,Infinity,2,23
3373,1,7,0.00,Infinity,2,8
3385,0,16,0.00,Infinity,6,23
3388,0,20,0.00,Infinity,9,29
3392,0,39,0.00,Infinity,3,54
3394,0,15,0.00,Infinity,3,16
3399,2,2,0.00,0.00,13,N/A
3419,5,20,0.00,Infinity,15,22
3423,1,1,0.00,0.00,3,N/A
3431,0,19,0.00,Infinity,42,N/A
3440,0,13,0.00,Infinity,11,23
3443,2,13,0.00,Infinity,37,N/A
3448,1,19,0.00,Infinity,7,30
3458,0,11,0.00,Infinity,1,19
3460,3,30,0.00,Infinity,17,41
3461,0,17,0.00,Infinity,10,58
3463,2,2,0.00,0.00,9,N/A
3478,3,3,0.00,0.00,21,N/A
3512,2,2,0.00,0.00,3,N/A
3516,0,12,0.00,Infinity,11,18
3526,4,4,0.00,0.00,11,N/A
3533,0,13,0.00,Infinity,12,15
3586,4,26,0.00,Infinity,9,29
3628,5,5,0.00,0.00,9,N/A
3639,0,15,0.00,Infinity,5,32
3642,0,14,0.00,Infinity,3,29
3647,0,25,0.00,Infinity,8,58
3648,0,25,0.00,Infinity,11,51
3662,1,23,0.00,Infinity,4,28
3665,7,22,0.00,Infinity,44,N/A
3670,5,5,0.00,0.00,17,N/A
3678,0,25,0.00,Infinity,12,32
3684,3,8,0.00,Infinity,6,10
3686,0,20,0.00,Infinity,8,30
3687,0,0,0.00,0.00,23,N/A
3688,2,2,0.00,0.00,36,N/A
3693,0,29,0.00,Infinity,8,31
3713,0,25,0.00,Infinity,12,32
3715,0,13,0.00,Infinity,12,37
3721,3,16,0.00,Infinity,5,17
3732,1,22,0.00,Infinity,5,30
3750,0,19,0.00,Infinity,4,37
3768,2,26,0.00,Infinity,22,34
3771,2,2,0.00,0.00,3,N/A
3773,0,0,0.00,0.00,1,N/A
3779,2,8,0.00,Infinity,9,N/A
3787,0,18,0.00,Infinity,2,29
3808,0,11,0.00,Infinity,23,N/A
3810,1,26,0.00,Infinity,12,65
3814,1,16,0.00,Infinity,2,26
3834,0,10,0.00,Infinity,4,16
3857,0,13,0.00,Infinity,8,22
3859,0,20,0.00,Infinity,2,43
3861,0,0,0.00,0.00,18,N/A
3882,1,22,0.00,Infinity,6,48
3883,0,5,0.00,Infinity,8,N/A
3883,6,23,0.00,Infinity,8,28
3885,0,18,0.00,Infinity,31,N/A
3890,0,0,0.00,0.00,18,N/A
3896,1,1,0.00,0.00,16,N/A
3902,0,12,0.00,Infinity,22,N/A
3904,3,10,0.00,Infinity,5,16
3905,1,18,0.00,Infinity,3,29
3915,3,19,0.00,Infinity,18,36
3921,0,7,0.00,Infinity,30,N/A
3926,4,4,0.00,0.00,7,N/A
3929,4,29,0.00,Infinity,18,48
3945,0,38,0.00,Infinity,3,48
3947,0,18,0.00,Infinity,21,N/A
3966,3,3,0.00,0.00,6,N/A
3973,7,14,0.00,Infinity,13,22
3974,3,18,0.00,Infinity,6,29
3989,3,3,0.00,0.00,7,N/A
3999,1,10,0.00,Infinity,6,15
4001,5,27,0.00,Infinity,10,29
4014,6,6,0.00,0.00,9,N/A
4023,0,25,0.00,Infinity,8,40
4047,0,0,0.00,0.00,12,N/A
4048,1,14,0.00,Infinity,15,N/A
4058,0,16,0.00,Infinity,10,20
4075,0,0,0.00,0.00,11,N/A
4080,1,22,0.00,Infinity,8,29
4087,1,1,0.00,0.00,13,N/A
4089,4,4,0.00,0.00,15,N/A
4098,0,13,0.00,Infinity,6,15
4101,5,24,0.00,Infinity,6,25
4111,0,0,0.00,0.00,6,N/A
4128,1,16,0.00,Infinity,2,41
4154,0,20,0.00,Infinity,11,28
4155,0,25,0.00,Infinity,22,30
4157,4,10,0.00,Infinity,23,N/A
4165,0,15,0.00,Infinity,3,33
4176,0,20,0.00,Infinity,46,N/A
4179,1,26,0.00,Infinity,26,28
4181,0,11,0.00,Infinity,2,17
4182,6,31,0.00,Infinity,9,38
4211,0,11,0.00,Infinity,12,N/A
4212,5,15,0.00,Infinity,6,19
4221,8,31,0.00,Infinity,9,35
4229,0,13,0.00,Infinity,12,27
4244,8,33,0.00,Infinity,16,43
4249,1,1,0.00,0.00,8,N/A
4263,0,18,0.00,Infinity,12,20
4265,0,11,0.00,Infinity,41,N/A
4267,0,0,0.00,0.00,3,N/A
4273,3,18,0.00,Infinity,12,21
4277,7,22,0.00,Infinity,32,N/A
4299,0,12,0.00,Infinity,11,22
4306,1,1,0.00,0.00,15,N/A
4315,0,14,0.00,Infinity,2,25
4316,2,8,0.00,Infinity,5,26
4325,6,21,0.00,Infinity,15,29
4334,0,6,0.00,Infinity,37,N/A
4335,5,19,0.00,Infinity,22,N/A
4346,1,16,0.00,Infinity,6,31
4347,2,17,0.00,Infinity,15,28
4355,2,17,0.00,Infinity,6,52
4383,3,14,0.00,Infinity,10,16
4392,0,10,0.00,Infinity,1,21
4399,7,30,0.00,Infinity,21,62
4404,0,0,0.00,0.00,2,N/A
4407,6,6,0.00,0.00,35,N/A
4411,1,1,0.00,0.00,3,N/A
4413,3,3,0.00,0.00,48,N/A
4418,0,15,0.00,Infinity,14,20
4422,0,25,0.00,Infinity,24,30
4425,3,15,0.00,Infinity,5,37
4426,0,24,0.00,Infinity,18,97
4427,0,13,0.00,Infinity,49,N/A
4466,0,7,0.00,Infinity,34,N/A
4468,0,24,0.00,Infinity,19,40
4483,2,27,0.00,Infinity,11,37
4484,0,12,0.00,Infinity,11,17
4502,1,26,0.00,Infinity,13,51
4512,0,12,0.00,Infinity,7,25
4524,0,14,0.00,Infinity,6,24
4531,0,14,0.00,Infinity,40,N/A
4532,4,4,0.00,0.00,9,N/A
4536,0,0,0.00,0.00,18,N/A
4547,6,29,0.00,Infinity,8,30
4575,0,9,0.00,Infinity,8,18
4589,6,6,0.00,0.00,14,N/A
4590,0,10,0.00,Infinity,11,N/A
4596,0,0,0.00,0.00,2,N/A
4601,3,3,0.00,0.00,24,N/A
4607,0,12,0.00,Infinity,16,N/A
4608,1,1,0.00,0.00,15,N/A
4610,4,4,0.00,0.00,22,N/A
4612,0,0,0.00,0.00,31,N/A
4618,4,4,0.00,0.00,7,N/A
4619,0,0,0.00,0.00,23,N/A
4625,0,10,0.00,Infinity,1,21
4626,0,19,0.00,Infinity,4,32
4638,1,12,0.00,Infinity,4,13
4644,3,12,0.00,Infinity,9,27
4649,0,15,0.00,Infinity,1,25
4655,0,14,0.00,Infinity,20,N/A
4656,3,18,0.00,Infinity,21,N/A
4673,0,0,0.00,0.00,2,N/A
4684,5,30,0.00,Infinity,14,34
4703,2,31,0.00,Infinity,3,55
4707,0,13,0.00,Infinity,11,21
4735,4,29,0.00,Infinity,11,50
4740,3,3,0.00,0.00,16,N/A
4741,0,0,0.00,0.00,6,N/A
4755,0,13,0.00,Infinity,56,N/A
4756,0,0,0.00,0.00,9,N/A
4774,4,29,0.00,Infinity,5,43
4776,0,26,0.00,Infinity,24,28
4797,2,17,0.00,Infinity,16,26
4839,3,31,0.00,Infinity,21,32
4843,4,23,0.00,Infinity,27,N/A
4850,0,15,0.00,Infinity,20,N/A
4851,1,29,0.00,Infinity,10,34
4853,0,0,0.00,0.00,14,N/A
4861,3,20,0.00,Infinity,5,49
4897,1,13,0.00,Infinity,8,28
4901,4,29,0.00,Infinity,7,45
4903,4,9,0.00,Infinity,21,N/A
4904,3,25,0.00,Infinity,6,63
4908,3,25,0.00,Infinity,5,31
4910,5,26,0.00,Infinity,7,31
4912,0,28,0.00,Infinity,4,43
4925,0,11,0.00,Infinity,3,14
4929,8,26,0.00,Infinity,11,81
4935,0,27,0.00,Infinity,4,29
4942,6,20,0.00,Infinity,25,N/A
4950,1,16,0.00,Infinity,27,N/A
4962,3,29,0.00,Infinity,21,51
4970,6,38,0.00,Infinity,14,45
4971,2,15,0.00,Infinity,17,N/A
4994,2,2,0.00,0.00,9,N/A
4998,4,29,0.00,Infinity,6,42
4999,1,17,0.00,Infinity,7,19
5009,0,28,0.00,Infinity,1,33
5018,0,13,0.00,Infinity,1,26
5028,0,0,0.00,0.00,9,N/A
5055,2,2,0.00,0.00,12,N/A
5067,1,1,0.00,0.00,39,N/A
5076,0,15,0.00,Infinity,7,19
5112,0,14,0.00,Infinity,2,63
5122,1,1,0.00,0.00,7,N/A
5133,3,3,0.00,0.00,13,N/A
5140,0,12,0.00,Infinity,6,65
5147,0,15,0.00,Infinity,4,17
5150,2,12,0.00,Infinity,13,N/A
5155,0,21,0.00,Infinity,11,27
5180,3,3,0.00,0.00,7,N/A
5183,1,1,0.00,0.00,3,N/A
5185,0,15,0.00,Infinity,9,24
5197,1,20,0.00,Infinity,2,30
5216,6,20,0.00,Infinity,16,34
5222,1,16,0.00,Infinity,4,20
5246,2,23,0.00,Infinity,6,28
5252,0,0,0.00,0.00,1,N/A
5287,0,15,0.00,Infinity,11,34
5308,0,0,0.00,0.00,4,N/A
5315,1,26,0.00,Infinity,11,36
5335,0,15,0.00,Infinity,17,N/A
5344,0,34,0.00,Infinity,20,36
5354,1,26,0.00,Infinity,3,48
5359,1,1,0.00,0.00,7,N/A
5370,0,11,0.00,Infinity,15,N/A
5371,1,13,0.00,Infinity,11,19
5372,0,0,0.00,0.00,10,N/A
5393,0,22,0.00,Infinity,7,25
5410,0,10,0.00,Infinity,1,16
5421,3,3,0.00,0.00,11,N/A
5422,0,13,0.00,Infinity,7,14
5432,1,7,0.00,Infinity,19,N/A
5443,5,24,0.00,Infinity,10,49
5447,4,21,0.00,Infinity,12,45
5470,0,22,0.00,Infinity,4,27
5481,1,12,0.00,Infinity,11,25
5494,3,3,0.00,0.00,5,N/A
5495,0,0,0.00,0.00,18,N/A
5496,1,9,0.00,Infinity,15,N/A
5498,3,22,0.00,Infinity,14,36
5515,0,15,0.00,Infinity,10,18
5519,1,19,0.00,Infinity,23,N/A
5536,0,25,0.00,Infinity,36,N/A
5546,0,15,0.00,Infinity,14,17
5562,1,16,0.00,Infinity,5,19
5563,0,18,0.00,Infinity,15,32
5564,3,14,0.00,Infinity,4,17
5565,0,0,0.00,0.00,5,N/A
5570,0,0,0.00,0.00,1,N/A
5573,1,13,0.00,Infinity,2,17
5579,4,14,0.00,Infinity,12,17
5580,1,16,0.00,Infinity,3,17
5600,8,8,0.00,0.00,12,N/A
5619,0,23,0.00,Infinity,5,28
5623,0,19,0.00,Infinity,8,26
5625,0,15,0.00,Infinity,30,N/A
5627,0,6,0.00,Infinity,44,N/A
5640,0,16,0.00,Infinity,4,22
5658,1,16,0.00,Infinity,4,39
5662,5,5,0.00,0.00,19,N/A
5666,0,0,0.00,0.00,4,N/A
5673,0,9,0.00,Infinity,2,10
5678,1,11,0.00,Infinity,15,N/A
5709,2,11,0.00,Infinity,20,N/A
5713,0,21,0.00,Infinity,8,45
5720,5,17,0.00,Infinity,10,34
5726,1,16,0.00,Infinity,2,19
5730,2,15,0.00,Infinity,18,N/A
5739,2,27,0.00,Infinity,7,44
5740,5,30,0.00,Infinity,13,41
5782,7,28,0.00,Infinity,34,N/A
5786,4,29,0.00,Infinity,25,31
5788,0,0,0.00,0.00,22,N/A
5798,3,3,0.00,0.00,16,N/A
5810,0,20,0.00,Infinity,33,N/A
5811,0,15,0.00,Infinity,1,21
5815,0,17,0.00,Infinity,6,37
5824,0,0,0.00,0.00,8,N/A
5825,4,30,0.00,Infinity,17,33
5831,5,15,0.00,Infinity,7,24
5840,0,10,0.00,Infinity,7,21
5858,0,13,0.00,Infinity,9,16
5861,0,25,0.00,Infinity,17,55
5862,3,10,0.00,Infinity,8,28
5864,3,18,0.00,Infinity,25,N/A
5878,2,24,0.00,Infinity,11,39
5881,0,0,0.00,0.00,1,N/A
5884,3,3,0.00,0.00,13,N/A
5889,0,15,0.00,Infinity,7,25
5893,7,7,0.00,0.00,8,N/A
5899,0,0,0.00,0.00,32,N/A
5904,6,6,0.00,0.00,9,N/A
5910,2,93,0.00,Infinity,16,97
5913,0,27,0.00,Infinity,1,42
5914,0,14,0.00,Infinity,11,20
5923,6,6,0.00,0.00,10,N/A
5977,0,0,0.00,0.00,1,N/A
5979,0,25,0.00,Infinity,9,33
5982,0,12,0.00,Infinity,14,N/A
5996,5,5,0.00,0.00,6,N/A
6019,2,17,0.00,Infinity,23,N/A
6055,2,2,0.00,0.00,27,N/A
6057,0,25,0.00,Infinity,21,51
6059,1,19,0.00,Infinity,10,31
6075,5,20,0.00,Infinity,7,38
6077,0,23,0.00,Infinity,7,24
6091,1,1,0.00,0.00,16,N/A
6097,0,0,0.00,0.00,10,N/A
6145,4,15,0.00,Infinity,6,16
6148,0,18,0.00,Infinity,2,26
6152,2,25,0.00,Infinity,19,27
6153,0,15,0.00,Infinity,4,41
6171,1,21,0.00,Infinity,10,22
6190,0,20,0.00,Infinity,11,23
6196,1,1,0.00,0.00,4,N/A
6199,0,17,0.00,Infinity,5,29
6204,9,24,0.00,Infinity,13,29
6217,0,15,0.00,Infinity,10,47
